generation,avg_percentage
0,0.04180918696026007
50,0.3485807279745738
100,0.13398553989827633
150,0.1393582623762389
200,0.3128367061726749
250,0.1495652200343708
300,0.3241725650926431
350,0.41005366543928784
400,0.05350002087652683
450,0.030189694836735725
500,0.13962240206698576
550,0.3103064939690133
600,0.105676693841815
650,0.043460428869972624
700,0.30959596189980704
750,0.1515335839552184
800,0.06779002708693345
850,0.3205808103084564
900,0.08557088362673919
950,0.3474356619020303
1000,0.05452716785172621
1050,0.19384462324281534
1100,0.13513214389483133
1150,0.11176622907320659
1200,0.10916969863077004
1250,0.06002599559724331
1300,0.06002599559724331
1350,0.09589402129252751
1400,0.21938406117260456
1450,0.165345740194122
1500,0.0854559416572253
1550,0.14970000522832075
1600,0.21923154902954897
1650,0.03097104545061787
1700,0.06942823032538097
1750,0.21925779866675535
1800,0.06902159502108891
1850,0.2059523897866408
1900,0.21214080912371477
1950,0.11176622907320659
2000,0.19649189772705236
2050,0.10095111777385075
2100,0.17300868593156338
2150,0.10655871592462063
2200,0.13882197812199593
2250,0.22629082451264063
2300,0.28665825227896374
2350,0.10166212419668834
2400,0.10737001895904541
2450,0.23085820178190866
2500,0.22905789812405905
2550,0.2308629850546519
2600,0.18755484372377396
2650,0.24672156075636545
2700,0.18926768004894257
2750,0.18919217648605505
2800,0.24646209025134644
2850,0.10158015290896098
2900,0.13625745723644891
2950,0.2603997389475505
3000,0.022752524508784216
3050,0.06149141816422343
3100,0.10586914916833241
3150,0.08597689432402451
3200,0.19569107719386616
3250,0.19569107719386616
3300,0.1958173398549358
3350,0.14671086225037774
3400,0.14486451291789612
3450,0.14549582606802383
3500,0.14549582467103997
3550,0.12835227635999522
3600,0.1822243252148231
3650,0.1297483118250966
3700,0.07229480954507987
3750,0.0610933150164783
3800,0.14491854018221298
3850,0.15920247634251913
3900,0.1453695634069542
3950,0.07253581533829372
3999,0.10332451884945233
