generation,avg_percentage
0,0.06009518417219321
50,0.16282708135743937
100,0.16019821229080358
150,0.35166554525494576
200,0.0758957111587127
250,0.14445841498672962
300,0.1404616106301546
350,0.4226396977901459
400,0.47306520243485767
450,0.31395917137463886
500,0.1967406707505385
550,0.29952790526052314
600,0.350784449527661
650,0.4542282621065776
700,0.18939601878325144
750,0.3416316906611125
800,0.4244719296693802
850,0.3241725650926431
900,0.18335958011448383
950,0.32369529207547504
1000,0.05452716785172621
1050,0.03185693811004361
1100,0.16502614691853523
1150,0.2127730573217074
1200,0.06804166982571284
1250,0.10210886349280675
1300,0.1933207381516695
1350,0.06994210183620453
1400,0.02307401845852534
1450,0.06215791590511799
1500,0.23688298650085926
1550,0.3417875445447862
1600,0.12696393206715584
1650,0.06002599559724331
1700,0.1928858229269584
1750,0.06253166124224663
1800,0.1812465786933899
1850,0.06778914233048756
1900,0.1971455216407776
1950,0.20921733975410461
2000,0.15534511767327785
2050,0.16982197823623815
2100,0.12784004273513952
2150,0.06790980029230316
2200,0.23588422437508902
2250,0.23400293290615082
2300,0.10308360556761424
2350,0.16273335119088492
2400,0.08705079384769003
2450,0.10853420694669087
2500,0.15534511767327785
2550,0.14807882299646735
2600,0.12540698299805322
2650,0.10164193560679753
2700,0.10548239946365356
2750,0.12921092472970486
2800,0.10009177525838216
2850,0.10075773547093074
2900,0.20372372368971506
2950,0.1283180390795072
3000,0.023383837658911943
3050,0.04152649827301502
3100,0.1453695634069542
3150,0.1447382502568265
3200,0.04153998134036859
3250,0.027676605464269716
3300,0.10050444739560287
3350,0.08739310565094154
3400,0.07468059969445069
3450,0.15896383921305338
3500,0.2906334085079531
3550,0.19569107719386616
3600,0.03920248088737329
3650,0.07277571161588033
3700,0.04070331466694673
3750,0.06048278960709771
3800,0.02023968209202091
3850,0.19556481468801698
3900,0.1447382502568265
3950,0.14630410463238755
3999,0.1822243252148231
