generation,max_fitness,max_percentage,max_dead_time,eval_time
0,0.027342174,0.027342174,1000.0,61.14470076560974
1,0.027342174,0.027342174,1000.0,60.6230046749115
2,0.027467173,0.027467173,1000.0,60.85785746574402
3,0.03920248,0.03920248,1000.0,58.37592601776123
4,0.14461327,0.14461327,1000.0,57.0040123462677
5,0.14461327,0.14461327,1000.0,56.495797872543335
6,0.14461327,0.14461327,1000.0,56.70336604118347
7,0.14473826,0.14473826,1000.0,55.93432331085205
8,0.32338595,0.32338595,1000.0,56.04878568649292
9,0.32338595,0.32338595,1000.0,55.609987020492554
10,0.32338595,0.32338595,1000.0,53.57662773132324
11,0.32338595,0.32338595,1000.0,54.13970184326172
12,0.32338595,0.32338595,1000.0,53.72623562812805
13,0.32338595,0.32338595,1000.0,54.217878341674805
14,0.32338595,0.32338595,1000.0,55.91694617271423
15,0.32351094,0.32351094,1000.0,61.483376026153564
16,0.32351094,0.32351094,1000.0,60.41254711151123
17,0.32351094,0.32351094,1000.0,61.19820237159729
18,0.32351094,0.32351094,1000.0,62.90095329284668
19,0.32351094,0.32351094,1000.0,62.61248230934143
20,0.32351094,0.32351094,1000.0,64.00144624710083
21,0.32351094,0.32351094,1000.0,62.6773726940155
22,0.32351094,0.32351094,1000.0,64.50846219062805
23,0.32351094,0.32351094,1000.0,63.25503969192505
24,0.32351094,0.32351094,1000.0,61.463093280792236
25,0.32351094,0.32351094,1000.0,60.189067125320435
26,0.32351094,0.32351094,1000.0,60.507115840911865
27,0.32351094,0.32351094,1000.0,59.16622471809387
28,0.32351094,0.32351094,1000.0,61.701003551483154
29,0.32351094,0.32351094,1000.0,63.36805033683777
30,0.32351094,0.32351094,1000.0,59.92230486869812
31,0.32351094,0.32351094,1000.0,62.47209024429321
32,0.32351094,0.32351094,1000.0,60.21751427650452
33,0.32351094,0.32351094,1000.0,60.4814293384552
34,0.32351094,0.32351094,1000.0,61.45767593383789
35,0.32351094,0.32351094,1000.0,61.70839738845825
36,0.32351094,0.32351094,1000.0,59.74849820137024
37,0.32351094,0.32351094,1000.0,60.59678077697754
38,0.32351094,0.32351094,1000.0,61.8284375667572
39,0.32351094,0.32351094,1000.0,61.54722619056702
40,0.32351094,0.32351094,1000.0,61.325024366378784
41,0.32351094,0.32351094,1000.0,59.166234254837036
42,0.32351094,0.32351094,1000.0,61.95716881752014
43,0.32351094,0.32351094,1000.0,61.755401849746704
44,0.32351094,0.32351094,1000.0,60.12842130661011
45,0.32351094,0.32351094,1000.0,62.69422888755798
46,0.32351094,0.32351094,1000.0,61.343260765075684
47,0.32351094,0.32351094,1000.0,62.69575047492981
48,0.32351094,0.32351094,1000.0,63.42810130119324
49,0.32351094,0.32351094,1000.0,61.358651876449585
50,0.32351094,0.32351094,1000.0,61.40127897262573
51,0.32351094,0.32351094,1000.0,60.76814603805542
52,0.32351094,0.32351094,1000.0,62.043752670288086
53,0.3236372,0.3236372,1000.0,62.78529739379883
54,0.3236372,0.3236372,1000.0,60.641369581222534
55,0.3236372,0.3236372,1000.0,59.61198019981384
56,0.3236372,0.3236372,1000.0,62.284503698349
57,0.3236372,0.3236372,1000.0,60.32722878456116
58,0.3236372,0.3236372,1000.0,61.75040149688721
59,0.3236372,0.3236372,1000.0,64.09976124763489
60,0.3236372,0.3236372,1000.0,62.15985655784607
61,0.3236372,0.3236372,1000.0,60.45120453834534
62,0.3236372,0.3236372,1000.0,58.97972774505615
63,0.3236372,0.3236372,1000.0,61.3706910610199
64,0.32376346,0.32376346,1000.0,61.3703498840332
65,0.32376346,0.32376346,1000.0,62.949745178222656
66,0.32376346,0.32376346,1000.0,61.73741292953491
67,0.32376346,0.32376346,1000.0,62.58703565597534
68,0.32376346,0.32376346,1000.0,60.419073820114136
69,0.32376346,0.32376346,1000.0,62.48320436477661
70,0.32376346,0.32376346,1000.0,61.87467908859253
71,0.32376346,0.32376346,1000.0,62.324780225753784
72,0.32376346,0.32376346,1000.0,63.64859676361084
73,0.32376346,0.32376346,1000.0,59.290855407714844
74,0.32376346,0.32376346,1000.0,60.41608428955078
75,0.32376346,0.32376346,1000.0,60.94320893287659
76,0.32376346,0.32376346,1000.0,62.151853799819946
77,0.32376346,0.32376346,1000.0,59.66392159461975
78,0.32376346,0.32376346,1000.0,63.29547834396362
79,0.32376346,0.32376346,1000.0,64.17781949043274
80,0.32376346,0.32376346,1000.0,66.35282301902771
81,0.32376346,0.32376346,1000.0,63.99569249153137
82,0.32376346,0.32376346,1000.0,57.8720223903656
83,0.32376346,0.32376346,1000.0,60.14337134361267
84,0.32376346,0.32376346,1000.0,62.64758658409119
85,0.32376346,0.32376346,1000.0,61.10413360595703
86,0.32376346,0.32376346,1000.0,61.350000619888306
87,0.32376346,0.32376346,1000.0,60.785160064697266
88,0.32376346,0.32376346,1000.0,63.49936628341675
89,0.32376346,0.32376346,1000.0,64.65593028068542
90,0.32376346,0.32376346,1000.0,60.851768493652344
91,0.32376346,0.32376346,1000.0,64.90512108802795
92,0.32376346,0.32376346,1000.0,63.39703369140625
93,0.32376346,0.32376346,1000.0,63.02241086959839
94,0.32376346,0.32376346,1000.0,63.946221351623535
95,0.32376346,0.32376346,1000.0,64.03450417518616
96,0.32376346,0.32376346,1000.0,64.48234415054321
97,0.32376346,0.32376346,1000.0,61.52880144119263
98,0.32376346,0.32376346,1000.0,62.14185905456543
99,0.32376346,0.32376346,1000.0,62.79555940628052
100,0.32376346,0.32376346,1000.0,62.211201429367065
101,0.32376346,0.32376346,1000.0,62.37238049507141
102,0.32376346,0.32376346,1000.0,60.257325410842896
103,0.32376346,0.32376346,1000.0,61.82963824272156
104,0.32376346,0.32376346,1000.0,63.89167642593384
105,0.32376346,0.32376346,1000.0,60.591206312179565
106,0.32376346,0.32376346,1000.0,63.03691625595093
107,0.32376346,0.32376346,1000.0,65.03098177909851
108,0.32376346,0.32376346,1000.0,61.26792764663696
109,0.32376346,0.32376346,1000.0,59.31087374687195
110,0.32376346,0.32376346,1000.0,61.98590922355652
111,0.32376346,0.32376346,1000.0,62.38845992088318
112,0.32376346,0.32376346,1000.0,60.36570620536804
113,0.32376346,0.32376346,1000.0,63.89566612243652
114,0.32376346,0.32376346,1000.0,67.14898037910461
115,0.32376346,0.32376346,1000.0,64.50789451599121
116,0.32376346,0.32376346,1000.0,63.481192111968994
117,0.32376346,0.32376346,1000.0,60.9044930934906
118,0.32376346,0.32376346,1000.0,63.14360046386719
119,0.32376346,0.32376346,1000.0,62.53234124183655
120,0.32376346,0.32376346,1000.0,60.04178786277771
121,0.32376346,0.32376346,1000.0,61.290607929229736
122,0.32376346,0.32376346,1000.0,59.46034598350525
123,0.32376346,0.32376346,1000.0,63.607688903808594
124,0.32376346,0.32376346,1000.0,62.141103982925415
125,0.32376346,0.32376346,1000.0,63.30637454986572
126,0.32376346,0.32376346,1000.0,62.50216484069824
127,0.32376346,0.32376346,1000.0,61.57095813751221
128,0.32376346,0.32376346,1000.0,63.08543086051941
129,0.32376346,0.32376346,1000.0,64.29055547714233
130,0.32376346,0.32376346,1000.0,59.88205409049988
131,0.32376346,0.32376346,1000.0,62.13612246513367
132,0.32376346,0.32376346,1000.0,64.16999936103821
133,0.32376346,0.32376346,1000.0,65.07897639274597
134,0.32376346,0.32376346,1000.0,63.72619652748108
135,0.32376346,0.32376346,1000.0,61.940263986587524
136,0.32376346,0.32376346,1000.0,60.032793283462524
