generation,avg_percentage
0,0.04123190107444922
50,0.21367330042024454
100,0.1885101101361215
150,0.11008448836704095
200,0.1414050031453371
250,0.46354201436042786
300,0.3209318208197753
350,0.42426085301364463
400,0.32394781708717346
450,0.11610504674414794
500,0.350784449527661
550,0.4871115932861964
600,0.23513137983779112
650,0.3483427092432976
700,0.0683396253734827
750,0.05852445478861531
800,0.08891282665232818
850,0.19473535505433878
900,0.39936593004191917
950,0.15150514260555306
1000,0.046676709006230034
1050,0.060152255619565644
1100,0.1935840913405021
1150,0.05565191557010015
1200,0.0603625892351071
1250,0.21143726135293642
1300,0.06935023764769237
1350,0.1928858229269584
1400,0.21935781153539816
1450,0.053451178750644125
1500,0.11391825849811237
1550,0.18820408064251146
1600,0.1928378213196993
1650,0.14718175555268923
1700,0.20587656274437904
1750,0.18266074235240617
1800,0.06901222219069798
1850,0.19410287030041218
1900,0.13601134220759073
1950,0.1934069860726595
2000,0.10525630476574104
2050,0.16244905441999435
2100,0.12745512835681438
2150,0.1088671733935674
2200,0.20394563178221384
2250,0.20446184277534485
2300,0.16568476458390555
2350,0.1293954054514567
2400,0.12543356977403164
2450,0.10259253531694412
2500,0.1294039816906055
2550,0.15937376767396927
2600,0.10742488503456116
2650,0.2864057223002116
2700,0.2864057223002116
2750,0.1805061623454094
2800,0.16647429655616483
2850,0.2867845147848129
2900,0.04562786873430014
2950,0.2299064298470815
3000,0.027215908747166395
3050,0.18176481189827123
3100,0.1588375767072042
3150,0.15461489682396254
3200,0.12638093593219915
3250,0.10620779544115067
3300,0.08794822978476684
3350,0.028223437101890642
3400,0.122087304169933
3450,0.18209806270897388
3500,0.14734217540050545
3550,0.2968148187113305
3600,0.024831066994617384
3650,0.027382303805400927
3700,0.14537083373094598
3750,0.0395411296437184
3800,0.1452445724668602
3850,0.04104882168273131
3900,0.1453695634069542
3950,0.07324062411983807
3999,0.10141624696552753
