generation,avg_percentage
0,0.026969776954501867
50,0.29952790526052314
100,0.1854004729539156
150,0.08267329322795074
200,0.3730367454700172
250,0.40482043226559955
300,0.48084186265865964
350,0.32056691870093346
400,0.3848993393282096
450,0.16787159939606985
500,0.45327819883823395
550,0.5477693676948547
600,0.47384973196312785
650,0.4196510861317317
700,0.07106815402706464
750,0.06717171783869465
800,0.14943040426199636
850,0.17014011926949024
900,0.3283498481226464
950,0.08557088362673919
1000,0.1920205025623242
1050,0.13380382458368936
1100,0.06751790766914685
1150,0.19391714160641035
1200,0.0685328288624684
1250,0.12598427198827267
1300,0.21923154902954897
1350,0.05318904248997569
1400,0.19225200824439526
1450,0.21925779866675535
1500,0.12039105780422688
1550,0.23071930992106596
1600,0.13508098324139914
1650,0.19351266510784626
1700,0.06973244870702426
1750,0.022076340081791084
1800,0.1939004131903251
1850,0.21075707611938319
1900,0.19377721038957438
1950,0.19231324084103107
2000,0.0714225551734368
2050,0.2864057223002116
2100,0.07365320017561316
2150,0.10576144916315873
2200,0.16581103205680847
2250,0.24269398177663484
2300,0.4044040193160375
2350,0.41635354856650036
2400,0.12510865492125353
2450,0.16044608503580093
2500,0.24680587649345398
2550,0.22890148063500723
2600,0.2864057223002116
2650,0.24059121372799078
2700,0.12573913298547268
2750,0.26030008494853973
2800,0.18914142002662024
2850,0.36409873763720196
2900,0.3638468037048976
2950,0.18797903756300607
3000,0.05416414188221097
3050,0.14734217540050545
3100,0.08610189395646255
3150,0.14721591289465627
3200,0.08605500496923923
3250,0.09944490653773148
3300,0.14524330090110502
3350,0.1453695634069542
3400,0.14524330090110502
3450,0.03505265867958466
3500,0.14734217540050545
3550,0.14582058554515243
3600,0.07229717820882797
3650,0.285453665535897
3700,0.19505976404373845
3750,0.1956910773490866
3800,0.10141624696552753
3850,0.19506102707237005
3900,0.09931864403188229
3950,0.08794822978476684
3999,0.009623316737512747
