generation,avg_percentage
0,0.32312459622820217
50,0.19771310376624265
100,0.46354201436042786
150,0.32105808332562447
200,0.16296184745927653
250,0.18201186694204807
300,0.3238215545813243
350,0.1250581437100967
400,0.3851379764576753
450,0.4959375411272049
500,0.3209318208197753
550,0.354450569798549
600,0.3134661627312501
650,0.30286194834237296
700,0.373095590621233
750,0.09002901427447796
800,0.06565626276036103
850,0.18353755958378315
900,0.06576065284510453
950,0.32344276706377667
1000,0.15553727435568968
1050,0.21925779866675535
1100,0.03996781834090749
1150,0.19365410692989826
1200,0.07006836434205373
1250,0.21925779866675535
1300,0.03097104545061787
1350,0.1931487787514925
1400,0.07009734958410263
1450,0.11330425677200158
1500,0.2344726820786794
1550,0.2259436889241139
1600,0.16586587019264698
1650,0.06838031920293967
1700,0.06002599559724331
1750,0.1263229257116715
1800,0.053451178750644125
1850,0.062396553034583725
1900,0.06996262818574905
1950,0.2009680038318038
2000,0.10040191126366456
2050,0.13759438196818033
2100,0.20211787025133768
2150,0.10667349894841512
2200,0.14567557473977408
2250,0.256629745165507
2300,0.2459689180056254
2350,0.2867845147848129
2400,0.22978313267230988
2450,0.171315498650074
2500,0.26030008494853973
2550,0.16544613242149353
2600,0.1724326585729917
2650,0.15547138514618078
2700,0.25881026188532513
2750,0.28665825227896374
2800,0.24720931549866995
2850,0.245195542772611
2900,0.12844975789388022
2950,0.2433814488661786
3000,0.058122475476314626
3050,0.14461198775097728
3100,0.10802272784834106
3150,0.14491854018221298
3200,0.08610842563211918
3250,0.028789400588721037
3300,0.19556481468801698
3350,0.14503091402972737
3400,0.14524330090110502
3450,0.12835227635999522
3500,0.08516735397279263
3550,0.14549582467103997
3600,0.19556607756142816
3650,0.07287446409463882
3700,0.30883206815148395
3750,0.02671335342650612
3800,0.04003229054311911
3850,0.1888308011305829
3900,0.05652445601299405
3950,0.07253581533829372
3999,0.08597689432402451
