generation,avg_percentage
0,0.02892399470632275
50,0.3526155451933543
100,0.34663183117906254
150,0.32429880773027736
200,0.14878069050610065
250,0.15118669051056108
300,0.32429880773027736
350,0.08557088362673919
400,0.32344276706377667
450,0.05367110359172026
500,0.1487005048741897
550,0.13644673442468047
600,0.32717466975251835
650,0.053259650245308876
700,0.13485981042807302
750,0.15729788954680166
800,0.35254429653286934
850,0.08557088362673919
900,0.18950541007022062
950,0.15960416213298836
1000,0.05305177035431067
1050,0.0920356687468787
1100,0.1646365455041329
1150,0.07009734958410263
1200,0.19404115962485471
1250,0.1806997104237477
1300,0.06846711536248525
1350,0.19294125524659952
1400,0.059716828943540655
1450,0.21925779866675535
1500,0.10916969863077004
1550,0.21925779866675535
1600,0.0685328288624684
1650,0.18112854162851968
1700,0.19207915353278318
1750,0.23215487180277705
1800,0.0668650468190511
1850,0.12835881114006042
1900,0.13152433093637228
1950,0.09930732287466526
2000,0.005050505045801401
2050,0.06985318815956514
2100,0.1292696949094534
2150,0.12546596489846706
2200,0.19026736666758856
2250,0.2867845147848129
2300,0.16826907855769
2350,0.17886294548710188
2400,0.20487789809703827
2450,0.20384623110294342
2500,0.15911507358153662
2550,0.084545087069273
2600,0.10152404258648555
2650,0.12918870709836483
2700,0.10075773547093074
2750,0.1292013432830572
2800,0.10414854188760121
2850,0.11760876964156826
2900,0.07315571419894695
2950,0.10138510664304097
3000,0.06048278960709771
3050,0.09140492308263977
3100,0.14380371027315655
3150,0.028530560589085024
3200,0.14583078352734447
3250,0.1453695634069542
3300,0.027342171253015597
3350,0.12638093593219915
3400,0.4427546245666842
3450,0.1452445724668602
3500,0.1453695634069542
3550,0.14713391568511724
3600,0.1453695634069542
3650,0.06882077703873317
3700,0.15871131420135498
3750,0.03698072613527378
3800,0.08883124155302842
3850,0.14721591289465627
3900,0.1453695634069542
3950,0.1452445724668602
3999,0.03969363930324713
