generation,avg_percentage
0,0.025369567951808374
50,0.1444350234232843
100,0.058702902402728796
150,0.08667917735874653
200,0.19556607756142816
250,0.18870580149814487
300,0.02426510350778699
350,0.1822243252148231
400,0.09047038309896986
450,0.19556607756142816
500,0.05701378375912706
550,0.15491718177994093
600,0.0994436436643203
650,0.32351093320176005
700,0.12835227635999522
750,0.08610189395646255
800,0.2155576584239801
850,0.1447382502568265
900,0.01852401051049431
950,0.05794532674675187
1000,0.31861332105472684
1050,0.024831066994617384
1100,0.12625467342634997
1150,0.12835227635999522
1200,0.11886170133948326
1250,0.039793653413653374
1300,0.12835101348658404
1350,0.1956910773490866
1400,0.07204591482877731
1450,0.3413981480213503
1500,0.3413981480213503
1550,0.040622408812244735
1600,0.0729019728799661
1650,0.28916104588036734
1700,0.06010617703820268
1750,0.14479227752114335
1800,0.05951244275396069
1850,0.2906544292345643
1900,0.07420332791904609
1950,0.03920248088737329
2000,0.1822243252148231
2050,0.1822243252148231
2100,0.34127314838891226
2150,0.10820664837956429
2200,0.04363523113230864
2250,0.03956737803916136
2300,0.18819948798045516
2350,0.08610189395646255
2400,0.04153998134036859
2450,0.025495830612878006
2500,0.058702902402728796
2550,0.1453695634069542
2600,0.0395411296437184
2650,0.08597689432402451
2700,0.02729785271609823
2750,0.15920247634251913
2800,0.08382943707207839
2850,0.19569107719386616
2900,0.028789400588721037
2950,0.028789400588721037
3000,0.03902887459844351
3050,0.1958173398549358
3100,0.023954087402671576
3150,0.12544513307511806
3200,0.1822243252148231
3250,0.058702902402728796
3300,0.039077481254935265
3350,0.18870580149814487
3400,0.14734217540050545
3450,0.1470076530240476
3500,0.1452445724668602
3550,0.18176481189827123
3600,0.10772937660415967
3650,0.05748538067564368
3700,0.04055765954156717
3750,0.0847781803458929
3800,0.1444350234232843
3850,0.06048278960709771
3900,0.15920247634251913
3950,0.1822243252148231
3999,0.14549582467103997
