generation,avg_percentage
0,0.04140618396922946
50,0.06149141816422343
100,0.15755185795327029
150,0.039077481254935265
200,0.028380153855929773
250,0.14380371027315655
300,0.03505265867958466
350,0.0057912458044787245
400,0.12923528316120306
450,0.10002092830836773
500,0.03956737803916136
550,0.19569107719386616
600,0.0397721224774917
650,0.03920248088737329
700,0.08610189395646255
750,0.08610189395646255
800,0.14537083512792984
850,0.03969363930324713
900,0.07221990264952183
950,0.01094703966130813
1000,0.03920761433740457
1050,0.1222963398322463
1100,0.18037798441946507
1150,0.12835227635999522
1200,0.03956737803916136
1250,0.09140492308263977
1300,0.1452445724668602
1350,0.025369567951808374
1400,0.02607311401516199
1450,0.039793653413653374
1500,0.02538155158981681
1550,0.025495830612878006
1600,0.08782196727891763
1650,0.03956737803916136
1700,0.0861025545746088
1750,0.025495830612878006
1800,0.1453695634069542
1850,0.08610189395646255
1900,0.019862793230762083
1950,0.14617911369229356
2000,0.1384520217155417
2050,0.07335173338651657
2100,0.12625467342634997
2150,0.1447382502568265
2200,0.1452445724668602
2250,0.14549582606802383
2300,0.08610842563211918
2350,0.08622815522054832
2400,0.12744047679007053
2450,0.03956737803916136
2500,0.02647458327313264
2550,0.08597689432402451
2600,0.1449907741819819
2650,0.144918541268756
2700,0.1453695634069542
2750,0.14486451291789612
2800,0.08610189395646255
2850,0.06864140275865793
2900,0.1459468468092382
2950,0.12835227635999522
3000,0.1447382502568265
3050,0.057606632355600595
3100,0.11808828761180241
3150,0.08610189395646255
3200,0.12638093593219915
3250,0.1254616299023231
3300,0.1066750882503887
3350,0.12835227635999522
3400,0.1822243252148231
3450,0.03698072613527378
3500,0.03956737803916136
3550,0.03902887459844351
3600,0.12454983033239841
3650,0.09944490653773148
3700,0.038386557872096695
3750,0.1956923402224978
3800,0.14367871933306256
3850,0.03956737803916136
3900,0.12128156299392383
3950,0.08597689432402451
3999,0.005664983143409093
