generation,avg_percentage
0,0.026309284226348
50,0.0994436436643203
100,0.03936824637154738
150,0.1453695634069542
200,0.12625467342634997
250,0.022344765874246757
300,0.07253581533829372
350,0.1456220873321096
400,0.08610842563211918
450,0.3209716356359422
500,0.19569107719386616
550,0.05688762556140622
600,0.12835227635999522
650,0.058829163666814566
700,0.039667392149567604
750,0.08513090945780277
800,0.023496204211066168
850,0.1447382502568265
900,0.03476967693616947
950,0.1452445724668602
1000,0.040018398935596146
1050,0.07135058877368768
1100,0.025495830612878006
1150,0.19556481468801698
1200,0.19569107719386616
1250,0.19569107719386616
1300,0.06264505845805009
1350,0.12638093593219915
1400,0.03698072613527378
1450,0.024561290629208088
1500,0.04298721067607403
1550,0.1958173398549358
1600,0.14403597343092164
1650,0.08610189395646255
1700,0.14367871933306256
1750,0.1459468468092382
1800,0.14549582467103997
1850,0.04168525772790114
1900,0.1193102275331815
1950,0.1958173398549358
2000,0.34127314838891226
2050,0.19556481468801698
2100,0.14254198735579848
2150,0.08597689432402451
2200,0.038394203409552574
2250,0.08597562648355961
2300,0.057896463510890804
2350,0.08474954900642236
2400,0.05845163902267814
2450,0.039667392149567604
2500,0.19569107719386616
2550,0.05379924224689603
2600,0.024831064511090517
2650,0.0738277497390906
2700,0.1402363021237155
2750,0.058071589252601065
2800,0.14524330090110502
2850,0.15920247634251913
2900,0.14524330090110502
2950,0.05784633212412397
3000,0.02419975136096279
3050,0.02671085810288787
3100,0.1452445724668602
3150,0.15954112261533737
3200,0.14524330090110502
3250,0.12835227635999522
3300,0.14658459974452853
3350,0.019862793230762083
3400,0.03936824637154738
3450,0.07302697375416756
3500,0.15920247634251913
3550,0.1453695634069542
3600,0.12496745027601719
3650,0.08610189395646255
3700,0.03653734332571427
3750,0.05857790152852734
3800,0.1453695634069542
3850,0.1445612859291335
3900,0.12625467342634997
3950,0.17578797306244573
3999,0.06172345423450073
