generation,max_fitness,max_percentage,max_dead_time,eval_time
0,0.8554293,0.8554293,1000,21.729126691818237
1,0.047348484,0.047348484,1000,22.296464681625366
2,0.095877,0.095877,1000,20.6203875541687
3,0.095877,0.095877,1000,18.578810691833496
4,0.09818432,0.09818432,1000,21.842785596847534
5,0.10027228,0.10027228,1000,20.404566287994385
6,0.10027228,0.10027228,1000,21.78002905845642
7,0.22168665,0.22168665,1000,17.333498239517212
8,0.22168665,0.22168665,1000,16.25939154624939
9,0.22168665,0.22168665,1000,16.198772192001343
10,0.22168665,0.22168665,1000,16.36322045326233
11,0.22168665,0.22168665,1000,17.180519819259644
12,0.22168665,0.22168665,1000,17.528992176055908
13,0.22492018,0.22492018,1000,19.050244092941284
14,0.22492018,0.22492018,1000,18.370856046676636
15,0.22492018,0.22492018,1000,17.301913499832153
16,0.22492018,0.22492018,1000,18.002384424209595
17,0.22492018,0.22492018,1000,18.566278219223022
18,0.22519279,0.22519279,1000,16.416457891464233
19,0.22519279,0.22519279,1000,18.281171560287476
20,0.22620876,0.22620876,1000,18.777833938598633
21,0.22620876,0.22620876,1000,18.9842848777771
22,0.22620876,0.22620876,1000,18.855457305908203
23,0.22620876,0.22620876,1000,17.749383687973022
24,0.2271132,0.2271132,1000,16.928822994232178
25,0.2271132,0.2271132,1000,19.188374042510986
26,0.22941904,0.22941904,1000,18.045857429504395
27,0.22941904,0.22941904,1000,18.770771503448486
28,0.22941904,0.22941904,1000,17.78453040122986
29,0.22941904,0.22941904,1000,19.17965030670166
30,0.22941904,0.22941904,1000,17.52537178993225
31,0.22941904,0.22941904,1000,16.648040056228638
32,0.22941904,0.22941904,1000,16.54938292503357
33,0.22941904,0.22941904,1000,16.61235213279724
34,0.22941904,0.22941904,1000,18.291924238204956
35,0.22941904,0.22941904,1000,18.513675212860107
36,0.1689394,0.1689394,1000,18.591127395629883
37,0.1689394,0.1689394,1000,18.971961498260498
38,0.29466593,0.29466593,1000,16.804512977600098
39,0.29466593,0.29466593,1000,18.766217470169067
40,0.29466593,0.29466593,1000,17.96053647994995
41,0.38031167,0.38031167,1000,18.27424454689026
42,0.38031167,0.38031167,1000,19.016194343566895
43,0.38031167,0.38031167,1000,17.24247646331787
44,0.38031167,0.38031167,1000,18.159453868865967
45,0.38031167,0.38031167,1000,19.79961133003235
46,0.41332313,0.41332313,1000,17.92562246322632
47,0.41332313,0.41332313,1000,18.72239899635315
48,0.41332313,0.41332313,1000,17.10144281387329
49,0.41332313,0.41332313,1000,19.915339946746826
50,0.41332313,0.41332313,1000,20.3233642578125
51,0.41332313,0.41332313,1000,16.99055528640747
52,0.41591385,0.41591385,1000,18.069310188293457
53,0.41591385,0.41591385,1000,20.471009492874146
54,0.41591385,0.41591385,1000,18.667317628860474
55,0.41667053,0.41667053,1000,18.765158891677856
56,0.41667053,0.41667053,1000,18.46694254875183
57,0.41667053,0.41667053,1000,17.369847059249878
58,0.41667053,0.41667053,1000,15.891659021377563
59,0.41667053,0.41667053,1000,17.187974214553833
60,0.41667053,0.41667053,1000,17.212026357650757
61,0.41667053,0.41667053,1000,16.41143536567688
62,0.41718987,0.41718987,1000,17.628137350082397
63,0.41718987,0.41718987,1000,17.31179404258728
64,0.41718987,0.41718987,1000,18.178767919540405
65,0.41718987,0.41718987,1000,18.2108154296875
66,0.41722858,0.41722858,1000,17.468220710754395
67,0.41722858,0.41722858,1000,17.394874095916748
68,0.41722858,0.41722858,1000,17.09128499031067
69,0.41922966,0.41922966,1000,17.201210498809814
70,0.41922966,0.41922966,1000,18.083128213882446
71,0.41922966,0.41922966,1000,18.203752517700195
72,0.41922966,0.41922966,1000,17.230714797973633
73,0.41922966,0.41922966,1000,19.473462343215942
74,0.41922966,0.41922966,1000,18.585569381713867
75,0.41922966,0.41922966,1000,18.8306143283844
76,0.41922966,0.41922966,1000,17.2566180229187
77,0.41922966,0.41922966,1000,17.120733976364136
78,0.43014935,0.43014935,1000,17.472917318344116
79,0.43014935,0.43014935,1000,17.993465423583984
80,0.43014935,0.43014935,1000,18.203359842300415
