generation,avg_percentage
0,0.009117003219823042
50,0.07229717696706454
100,0.15954112509886423
150,0.058125616516917944
200,0.08610189395646255
250,0.18197180020312467
300,0.14479227752114335
350,0.1822243252148231
400,0.0057912458044787245
450,0.11943522840738297
500,0.19569107719386616
550,0.1453695634069542
600,0.09956990617016952
650,0.060800505336374044
700,0.21989593158165613
750,0.122087304169933
800,0.09956990492840607
850,0.1956910773490866
900,0.19556607756142816
950,0.04153998134036859
1000,0.03846291359513998
1050,0.06048278960709771
1100,0.10620779544115067
1150,0.041136044543236494
1200,0.12387455192704995
1250,0.15981455023090044
1300,0.02419975136096279
1350,0.1458218558691442
1400,0.0395411296437184
1450,0.34127314838891226
1500,0.32351219607517123
1550,0.19556481468801698
1600,0.1958173398549358
1650,0.06851764349266887
1700,0.18870580149814487
1750,0.026304109177241724
1800,0.08610189395646255
1850,0.1610569798698028
1900,0.042956649946669735
1950,0.043174343183636665
2000,0.1453695634069542
2050,0.08610842563211918
2100,0.32338593356932205
2150,0.19569107719386616
2200,0.1313141331387063
2250,0.03476967693616947
2300,0.08610189395646255
2350,0.12036976963281631
2400,0.03476967693616947
2450,0.1452445724668602
2500,0.12638093593219915
2550,0.19493350153788924
2600,0.14815809158608317
2650,0.19097643081719676
2700,0.041187709197402
2750,0.0395411296437184
2800,0.07241081446409225
2850,0.08597562648355961
2900,0.1822243252148231
2950,0.07277571161588033
3000,0.11943522840738297
3050,0.03530083503574133
3100,0.059006130478034415
3150,0.028158084955066442
3200,0.11999118452270825
3250,0.041639995450774826
3300,0.028158084955066442
3350,0.028158084955066442
3400,0.14707060546303788
3450,0.3214779491536319
3500,0.19493350153788924
3550,0.14549582606802383
3600,0.1453695634069542
3650,0.09956990492840607
3700,0.14380371027315655
3750,0.15994426483909288
3800,0.15561243891716003
3850,0.02815808743859331
3900,0.14380371027315655
3950,0.039667392149567604
3999,0.058125616516917944
