generation,avg_percentage
0,0.030373316413412493
50,0.32368140295147896
100,0.3474145991106828
150,0.316729037091136
200,0.027908525429666042
250,0.033983795127520956
300,0.3321050889790058
350,0.32080555831392604
400,0.0841789214561383
450,0.18779502001901469
500,0.20049049146473408
550,0.3209318208197753
600,0.317438551535209
650,0.04675441747531295
700,0.21129190611342588
750,0.3521793981393178
800,0.3538791599373023
850,0.35046200826764107
900,0.09179093254109223
950,0.5775479127963384
1000,0.0460264477878809
1050,0.12526683198908964
1100,0.06928205738464992
1150,0.1931487787514925
1200,0.12694034725427628
1250,0.036331039698173605
1300,0.21054468986888727
1350,0.12464125268161297
1400,0.18078730503718057
1450,0.19350648609300455
1500,0.19275465173025927
1550,0.06253744351367156
1600,0.1938992409656445
1650,0.19471704897781214
1700,0.22857336327433586
1750,0.24989097813765207
1800,0.12594413508971533
1850,0.02627368674923976
1900,0.05842136902113756
1950,0.1926430929452181
2000,0.06910224817693233
2050,0.0795639120042324
2100,0.07695007075866063
2150,0.1901690512895584
2200,0.11742424359545112
2250,0.07702786289155483
2300,0.10356966902812322
2350,0.24316483068590364
2400,0.17107271713515124
2450,0.17109942498306432
2500,0.06928911634410422
2550,0.10189591844876607
2600,0.07792226473490398
2650,0.10182008643945058
2700,0.20248725016911825
2750,0.38766832649707794
2800,0.08744835993275046
2850,0.3056533485651016
2900,0.3849080155293147
2950,0.2441102241476377
3000,0.053081109964599214
3050,0.08601489228506883
3100,0.0057912458044787245
3150,0.1452445724668602
3200,0.027875138601909082
3250,0.025495830612878006
3300,0.09931864403188229
3350,0.0253695681070288
3400,0.08597689432402451
3450,0.1958173398549358
3500,0.20603618522485098
3550,0.11512289630870025
3600,0.025369567951808374
3650,0.1447382502568265
3700,0.08597689432402451
3750,0.1453695634069542
3800,0.14630410463238755
3850,0.05713704926893115
3900,0.0057912458044787245
3950,0.1948085019054512
3999,0.14630410463238755
