generation,max_fitness,max_percentage,max_dead_time,eval_time
0,0.064197585,0.064197585,1000,21.585159063339233
1,0.047348484,0.047348484,1000,22.40812587738037
2,0.047348484,0.047348484,1000,21.018868446350098
3,0.047727272,0.047727272,1000,17.796677827835083
4,0.11801655,0.11801655,1000,17.536290645599365
5,0.11801655,0.11801655,1000,22.24637746810913
6,0.11801655,0.11801655,1000,21.015283346176147
7,0.11801655,0.11801655,1000,18.447269678115845
8,0.11801655,0.11801655,1000,17.062402725219727
9,0.11801655,0.11801655,1000,17.00475835800171
10,0.11801655,0.11801655,1000,17.73903512954712
11,0.11801655,0.11801655,1000,19.665276050567627
12,0.11801655,0.11801655,1000,20.478877782821655
13,0.11801655,0.11801655,1000,17.6851646900177
14,0.103532925,0.103532925,1000,20.265556573867798
15,0.103532925,0.103532925,1000,19.327239990234375
16,0.11154964,0.11154964,1000,17.018015146255493
17,0.11154964,0.11154964,1000,17.075355052947998
18,0.11154964,0.11154964,1000,14.86777377128601
19,0.11154964,0.11154964,1000,15.155485153198242
20,0.11154964,0.11154964,1000,14.991654872894287
21,0.11154964,0.11154964,1000,16.462822437286377
22,0.11154964,0.11154964,1000,17.2075936794281
23,0.11154964,0.11154964,1000,15.653596878051758
24,0.11154964,0.11154964,1000,15.325713396072388
25,0.11154964,0.11154964,1000,16.7410626411438
26,0.027525252,0.027525252,1000,22.889902353286743
27,0.8554293,0.8554293,1000,22.475195169448853
28,0.8554293,0.8554293,1000,22.843344926834106
29,0.8554293,0.8554293,1000,22.575958490371704
30,0.8554293,0.8554293,1000,22.807825803756714
31,0.8554293,0.8554293,1000,22.564668655395508
32,0.8639636,0.8639636,1000,22.73083996772766
33,0.8639636,0.8639636,1000,22.702876567840576
34,0.955467,0.955467,1000,22.24837565422058
35,0.955467,0.955467,1000,22.61683416366577
36,0.955467,0.955467,1000,22.26739263534546
37,0.955467,0.955467,1000,24.14446449279785
38,0.955467,0.955467,1000,23.922150373458862
39,0.955467,0.955467,1000,23.359748125076294
40,0.955467,0.955467,1000,23.557026386260986
41,0.955467,0.955467,1000,22.05029797554016
42,0.955467,0.955467,1000,22.605980157852173
43,0.955467,0.955467,1000,21.880252838134766
44,0.047348484,0.047348484,1000,17.21816325187683
45,0.047348484,0.047348484,1000,19.28258991241455
46,0.047348484,0.047348484,1000,20.50616765022278
47,0.047348484,0.047348484,1000,21.361270427703857
48,0.09080485,0.09080485,1000,21.836832761764526
49,0.18166898,0.18166898,1000,21.266775846481323
50,0.18166898,0.18166898,1000,22.370930194854736
51,0.18166898,0.18166898,1000,21.590839624404907
52,0.18166898,0.18166898,1000,20.963213205337524
53,0.18166898,0.18166898,1000,19.91937804222107
54,0.18166898,0.18166898,1000,19.294581413269043
55,0.18166898,0.18166898,1000,17.74902319908142
56,0.18617557,0.18617557,1000,17.746546506881714
57,0.22168665,0.22168665,1000,16.69964861869812
58,0.22168665,0.22168665,1000,16.82623839378357
59,0.22168665,0.22168665,1000,17.88479256629944
60,0.22168665,0.22168665,1000,17.335278511047363
61,0.22168665,0.22168665,1000,16.301652669906616
62,0.23133942,0.23133942,1000,16.975765705108643
63,0.23133942,0.23133942,1000,15.53800344467163
64,0.23133942,0.23133942,1000,16.365973711013794
65,0.23133942,0.23133942,1000,14.754489660263062
66,0.23133942,0.23133942,1000,15.80018925666809
67,0.23133942,0.23133942,1000,14.590523958206177
68,0.23133942,0.23133942,1000,14.402220964431763
69,0.23133942,0.23133942,1000,15.713603973388672
70,0.23133942,0.23133942,1000,16.12036943435669
71,0.23133942,0.23133942,1000,17.48463463783264
72,0.23133942,0.23133942,1000,16.039535999298096
73,0.29101336,0.29101336,1000,16.04021692276001
74,0.3368051,0.3368051,1000,14.739904403686523
75,0.3368051,0.3368051,1000,14.13918423652649
76,0.3368051,0.3368051,1000,15.418923377990723
77,0.3984055,0.3984055,1000,14.493729591369629
78,0.3984055,0.3984055,1000,16.17160153388977
79,0.40144673,0.40144673,1000,16.19983220100403
80,0.40144673,0.40144673,1000,17.69435429573059
81,0.40144673,0.40144673,1000,15.454816818237305
82,0.41537,0.41537,1000,15.699472427368164
83,0.41537,0.41537,1000,16.631476879119873
84,0.41537,0.41537,1000,16.854326009750366
85,0.41537,0.41537,1000,15.591060638427734
86,0.41537,0.41537,1000,15.21195125579834
87,0.41537,0.41537,1000,14.813719272613525
88,0.41537,0.41537,1000,16.08379888534546
