generation,avg_percentage
0,0.009117003219823042
50,0.02594685135409236
100,0.34127314838891226
150,0.19493476441130042
200,0.1453695634069542
250,0.08597562648355961
300,0.05771367639924089
350,0.14549582467103997
400,0.08610842563211918
450,0.041062709564963974
500,0.2968148187113305
550,0.0615971915734311
600,0.07287446161111195
650,0.12804401107132435
700,0.12501939944922924
750,0.03920248088737329
800,0.19569107719386616
850,0.1948085019054512
900,0.12456122599542141
950,0.025495830612878006
1000,0.1822243252148231
1050,0.14734217540050545
1100,0.1459468468092382
1150,0.02105388402317961
1200,0.14524330090110502
1250,0.03920248088737329
1300,0.1447382502568265
1350,0.09931864403188229
1400,0.15896383921305338
1450,0.14380371027315655
1500,0.027802870453645784
1550,0.1822243252148231
1600,0.1309344411517183
1650,0.19556607756142816
1700,0.19493476441130042
1750,0.19569107719386616
1800,0.07277571161588033
1850,0.04151247007151445
1900,0.03956737803916136
1950,0.04013702211280664
2000,0.195803451196601
2050,0.1597797597448031
2100,0.028158084955066442
2150,0.056753281659136214
2200,0.14380371027315655
2250,0.15920247634251913
2300,0.03505265867958466
2350,0.15827471452454725
2400,0.019031658147772152
2450,0.12835227635999522
2500,0.08610189395646255
2550,0.08794822978476684
2600,0.16118770465254784
2650,0.32338593356932205
2700,0.14491854018221298
2750,0.058071589252601065
2800,0.12835227635999522
2850,0.12359923558930556
2900,0.14734217540050545
2950,0.29138193481291336
3000,0.057882575473437704
3050,0.14734217540050545
3100,0.19569107719386616
3150,0.12847727599243322
3200,0.04153998134036859
3250,0.08719315069417159
3300,0.07287446409463882
3350,0.07274946322043736
3400,0.1822243252148231
3450,0.13421370973810554
3500,0.041062709564963974
3550,0.05447424932693442
3600,0.058829163666814566
3650,0.4435122003778815
3700,0.03598719866325458
3750,0.12835227635999522
3800,0.08597562648355961
3850,0.08610842563211918
3900,0.07300072411696117
3950,0.12142269375423591
3999,0.12835227635999522
