generation,avg_percentage
0,0.04147053820391496
50,0.04577720925832788
100,0.29952790526052314
150,0.3203143924474716
200,0.13842609710991383
250,0.41871878504753113
300,0.43938259159525234
350,0.1809312297652165
400,0.13938376493752003
450,0.46354201436042786
500,0.1580929427097241
550,0.14878069050610065
600,0.35780977085232735
650,0.3244250901043415
700,0.32394781708717346
750,0.13990119534234205
800,0.18613184429705143
850,0.35254429653286934
900,0.3098345990292728
950,0.3101212860395511
1000,0.06974205126365025
1050,0.20895144840081534
1100,0.21559176035225391
1150,0.2135287964095672
1200,0.08465736856063207
1250,0.21925779866675535
1300,0.10996935951213042
1350,0.1265016912172238
1400,0.06828030385077
1450,0.13543945799271265
1500,0.06939254452784856
1550,0.19307274309297404
1600,0.20810057719548544
1650,0.24967547009388605
1700,0.24978970984617868
1750,0.2349907731016477
1800,0.1548247765749693
1850,0.23326345967749754
1900,0.03744597376013795
1950,0.0685328288624684
2000,0.07189982694884141
2050,0.10629965861638387
2100,0.10331327468156815
2150,0.08542769976581137
2200,0.20495790243148804
2250,0.2864057223002116
2300,0.18942675242821375
2350,0.22990121444066366
2400,0.1399654597043991
2450,0.10213455557823181
2500,0.13069378398358822
2550,0.15509259266157946
2600,0.10220187157392502
2650,0.17567340098321438
2700,0.10180137306451797
2750,0.15547138514618078
2800,0.14555092652638754
2850,0.10629965861638387
2900,0.10813961426417033
2950,0.10167366762955983
3000,0.06004419131204486
3050,0.04827707493677735
3100,0.319553862636288
3150,0.1822243252148231
3200,0.0618935558013618
3250,0.07342386928697427
3300,0.1594423825542132
3350,0.15920247634251913
3400,0.15969363475839296
3450,0.1453695634069542
3500,0.15966738760471344
3550,0.027342171253015597
3600,0.07487331454952557
3650,0.04292181817193826
3700,0.09203623623276751
3750,0.18012672228117785
3800,0.03956737803916136
3850,0.19556481468801698
3900,0.04250993641714255
3950,0.1444350234232843
3999,0.04120546765625477
