generation,avg_percentage
0,0.028612644256403048
50,0.10772937660415967
100,0.03734562452882528
150,0.10854100125531356
200,0.1452445724668602
250,0.039077481254935265
300,0.16037692377964655
350,0.18209806270897388
400,0.08610189395646255
450,0.12656544831891856
500,0.2948228799117108
550,0.19569107719386616
600,0.1453695634069542
650,0.04050191926459471
700,0.060123605808864035
750,0.1453695634069542
800,0.1441520416798691
850,0.15966738760471344
900,0.03505265867958466
950,0.1822243252148231
1000,0.14549582467103997
1050,0.14549582606802383
1100,0.1452445724668602
1150,0.08807449725766976
1200,0.12438477265338103
1250,0.039010992273688316
1300,0.04242298814157645
1350,0.08667917735874653
1400,0.1447382502568265
1450,0.19795475589732328
1500,0.16115161900719008
1550,0.05754471756517887
1600,0.039793653413653374
1650,0.024831064511090517
1700,0.08773998357355595
1750,0.12835227635999522
1800,0.15920247634251913
1850,0.04166498097280661
1900,0.08597563145061334
1950,0.03775486877808968
2000,0.15896383921305338
2050,0.04153998134036859
2100,0.18436281864220896
2150,0.18037798441946507
2200,0.17808915566032132
2250,0.14479227752114335
2300,0.14380371027315655
2350,0.1453695634069542
2400,0.039796510711312294
2450,0.29682742385193706
2500,0.2908655288629234
2550,0.07253581533829372
2600,0.15898465799788633
2650,0.058702902402728796
2700,0.08610189395646255
2750,0.13159175543114543
2800,0.14694822781408826
2850,0.12835227635999522
2900,0.14036256478478512
2950,0.12744047679007053
3000,0.19324999985595545
3050,0.1823493248472611
3100,0.034359728607038655
3150,0.28510081736991805
3200,0.03846291359513998
3250,0.03941613001128038
3300,0.14479227752114335
3350,0.08731941816707452
3400,0.12835227635999522
3450,0.08597689432402451
3500,0.18197180020312467
3550,0.03395601315423846
3600,0.1822243252148231
3650,0.1453695634069542
3700,0.1447382502568265
3750,0.0364110820616285
3800,0.1446132593167325
3850,0.14537083373094598
3900,0.16047566632429758
3950,0.07241081446409225
3999,0.19556481468801698
